node,x,y
3592,248.960000,686.551000
2236,-1065.279000,551.536000
4643,194.510000,-1480.136000
2004,-1104.418000,-837.309000
5449,-1035.308000,-480.901000
4934,-134.627000,-616.274000
4564,-585.368000,-898.651000
1913,1307.588000,-1004.231000
5283,-691.942000,605.270000
1157,1364.349000,-59.652000
2818,-471.229000,-838.852000
3147,-1325.446000,752.998000
2684,367.137000,-1082.673000
5495,-498.579000,-1069.262000
4467,-1334.336000,-27.838000
3992,1000.956000,-387.750000
3905,-719.038000,503.464000
3314,-124.701000,-1482.015000
5051,265.699000,-258.361000
1267,-349.980000,-478.016000
4901,-479.720000,744.474000
4500,-1512.331000,678.670000
4001,-212.743000,-976.782000
4676,873.623000,-335.327000
4128,-113.302000,1174.034000
4282,-198.004000,869.044000
2038,765.137000,-1339.373000
317,-132.332000,-194.587000
5172,772.022000,-1075.847000
4864,-1026.976000,-854.432000
2337,1085.860000,835.165000
3738,-467.790000,1108.361000
1047,-189.086000,886.168000
900,172.897000,-947.946000
4674,1425.398000,342.536000
3212,-577.315000,-842.698000
4925,-358.006000,-1745.852000
3331,1045.321000,-744.943000
345,-921.677000,115.008000
2608,511.369000,-1188.698000
899,991.824000,-404.031000
5366,-1224.676000,984.880000
4795,769.279000,-1254.227000
2218,1259.204000,-615.736000
2354,1202.639000,6.310000
1059,-1275.235000,576.691000
2053,4.477000,-1509.261000
4684,-999.105000,-888.369000
4529,-444.718000,343.175000
1575,962.622000,-578.041000
2954,318.158000,-1717.562000
3001,363.544000,-1289.327000
3343,274.368000,991.611000
2253,-525.686000,-691.615000
173,-76.037000,-1760.941000
4308,-1044.311000,-583.964000
142,-334.369000,82.692000
714,-1314.481000,953.959000
1522,-1584.713000,444.317000
4189,1060.854000,-202.930000
598,402.241000,-1624.889000
2288,-1123.229000,1118.697000
2993,-575.846000,573.448000
5316,531.867000,-7.435000
1314,829.859000,600.017000
1084,-205.757000,-1616.866000
2304,1225.645000,871.359000
2266,461.166000,-388.840000
1519,-926.804000,-806.617000
5088,-1051.204000,-549.236000
5090,964.216000,-83.373000
4437,-94.858000,-1754.244000
4035,1436.327000,275.501000
702,164.483000,-41.056000
3944,894.517000,-1390.374000
4918,-1064.467000,-591.887000
1186,-530.577000,1429.556000
2824,8.948000,477.747000
4265,-982.552000,1252.983000
587,1423.684000,79.649000
2980,501.191000,-1623.746000
4313,-1021.372000,802.941000
2510,20.208000,747.197000
681,568.078000,829.670000
39,468.521000,-66.541000
1603,504.149000,147.529000
2220,773.179000,-329.961000
1808,83.069000,1329.949000
709,-935.854000,-1081.276000
655,784.075000,-1492.640000
